N_da_SC;Cod_Obra;Cod_insumo;Descricao_do_insumo;Qt_solicitada;Data_da_SC;Data_SC_chegada_a_obra;N_do_PC;Data_aprovacao_da_NT;Data_emissao_do_PC;Previsao_de_entrega;Quant_entregue;Saldo;Data_da_NF;N_da_NF;Data_entrada_na_obra;Data_vencimento;Status_da_NF
SC0007662;02027;C1794285;"REFEICAO PRONTA; CAFE DA MANHA.";155.0;20/08/2024;04/09/2024;PC0002005;21/08/2024;26/08/2024;;155.0;0.0;30/08/2024;62;;12/09/2024;Aprovado
SC0007662;02027;C1794283;"REFEICAO PRONTA; ALMOCO.";155.0;20/08/2024;04/09/2024;PC0002005;21/08/2024;26/08/2024;;155.0;0.0;30/08/2024;62;;12/09/2024;Aprovado
SC0007129;32633;C492453;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: CILINDRICA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 6,000 MM; COMPRIMENTO TOTAL: 93,0 MM; COMPRIMENTO DO CANAL: 57,0 MM; FAB: TWILL - REF: TW104 - TB40084.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;5.0;5.0;10/08/2024;674826;;05/09/2024;Aprovado
SC0007129;32633;C492453;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: CILINDRICA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 6,000 MM; COMPRIMENTO TOTAL: 93,0 MM; COMPRIMENTO DO CANAL: 57,0 MM; FAB: TWILL - REF: TW104 - TB40084.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;5.0;5.0;24/07/2024;672102;;15/08/2024;Aprovado
SC0007129;32633;C578798;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: CILINDRICA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 10,000 MM; COMPRIMENTO TOTAL: 133,0 MM; COMPRIMENTO DO CANAL: 87,0 MM; FAB: TWILL - REF: TW104 - TB40132.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;4.0;6.0;10/08/2024;674826;;05/09/2024;Aprovado
SC0007129;32633;C578798;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: CILINDRICA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 10,000 MM; COMPRIMENTO TOTAL: 133,0 MM; COMPRIMENTO DO CANAL: 87,0 MM; FAB: TWILL - REF: TW104 - TB40132.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;5.0;5.0;24/07/2024;672102;;15/08/2024;Aprovado
SC0007129;32633;C1813531;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: PARALELA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 10,000 MM; COMPRIMENTO TOTAL: 117,0 MM; COMPRIMENTO DO CANAL: 87,0 MM.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;10.0;0.0;24/07/2024;672102;;15/08/2024;Aprovado
SC0007129;32633;C1670262;"BROCA HELICOIDAL; CANAL: TIPO N; CORTE: A DIREITA; MATERIAL: ACO RAPIDO; HASTE: CILINDRICA; PONTA: 118 GRAUS; SERIE: NORMAL; PADRAO: DIN 338; DIAMETRO: 14,000 MM; COMPRIMENTO TOTAL: 160,0 MM; COMPRIMENTO DO CANAL: 108,0 MM; FAB: TWILL - REF: TW104 - TB40156.";10.0;16/07/2024;31/07/2024;PC0001830;23/07/2024;01/08/2024;;10.0;0.0;24/07/2024;672102;;15/08/2024;Aprovado
SC0007230;32665;C174020;"TELA; MATERIAL: ACO CARBONO CA 60 NERVURADO; REVESTIMENTO: SEM REVESTIMENTO; APLICACAO: CONCRETO; DIAMETRO DO FIO: 5,60 MM; TIPO DA MALHA: QUADRADA; MALHA: 100,00 X 100,00 MM; DIMENSOES: 2,45 X 6,00 M; REQUISITOS ADICIONAIS: Q 246; FAB: GERDAU - REF: Q246.";1.0;23/07/2024;07/08/2025;PC0001854;25/07/2024;26/07/2024;;1.0;0.0;05/07/2024;2538;;01/08/2024;Aprovado
SC0007230;32665;C1241906;"BRINDE; MOCHILA SACO; MATERIAL: LONA ALGODAO; REQUISITOS ADICIONAIS: CODIGO EB343.";100.0;23/07/2024;07/08/2025;PC0001854;25/07/2024;26/07/2024;;100.0;0.0;05/07/2024;2538;;01/08/2024;Aprovado
SC0007201;32171;C1826502;"MADEIRA TELHADO; PERNA; MATERIAL: MASSARANDUBA; ACABAMENTO: APARELHADO; DIMENSOES: 12,0 X 30,0 CM.";4.0;22/07/2024;06/08/2024;PC0001833;23/07/2024;24/07/2024;;4.0;0.0;19/07/2024;1115;;08/08/2024;Aprovado
SC0007587;32633;C690389;"ADITIVO ARGAMASSA/CONCRETO; FUNCAO: AGENTE DE CURA; APRESENTACAO: LIQUIDO; FORNECIMENTO: BALDE 18KG; FAB: VEDACIT - REF: CURING.";4.0;14/08/2024;14/08/2024;PC0001979;14/08/2024;14/08/2024;;4.0;0.0;27/06/2024;47771;;22/08/2024;Aprovado
SC0007588;32633;C987965;"CINTURAO SEGURANCA; PARA-QUEDISTA; MATERIAL: CADARCO DE POLIESTER; FIXACAO: 3 ARGOLAS D; ALMOFADA: ALMOFADA NA CINTURA; TALABARTE: SEM TALABARTE; PADRAO: TAMANHO: 2; REQUISITOS ADICIONAIS: CA: 27477; MARCACAO DO CA: ETIQUETAS DAS TIRAS;";5.0;14/08/2024;14/08/2024;PC0001980;15/08/2024;15/08/2024;;5.0;0.0;16/08/2024;675695;;19/09/2024;Aprovado
SC0007588;32633;C174677;"TALABARTE; MATERIAL: POLIESTER; REVESTIMENTO: SEM REVESTIMENTO; ABSORVEDOR DE ENERGIA: SEM ABSORVEDOR DE ENERGIA; REGULAGEM: COM REGULAGEM/2 MOSQUETOES; DIMENSOES: 35 X 1600 MM.";5.0;14/08/2024;14/08/2024;PC0001980;15/08/2024;15/08/2024;;5.0;0.0;16/08/2024;675695;;19/09/2024;Aprovado
SC0007572;32048;C137345;"TINTA IMOBILIARIA; ESMALTE SINTETICO; APLICACAO: ALVENARIA/CONCRETO/METAL; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: ACETINADO; COR: PRETO; EMBALAGEM: GALAO 3,6 LITROS; ";1.0;14/08/2024;29/08/2024;PC0001984;15/08/2024;16/08/2024;;1.0;0.0;14/08/2024;7223;;22/08/2024;Aprovado
SC0007572;32048;C1325030;"TINTA IMOBILIARIA; ESMALTE SINTETICO; APLICACAO: MADEIRA/METAL; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: BRILHANTE; COR: AMARELO; EMBALAGEM: GALAO 3,6 LITROS.";1.0;14/08/2024;29/08/2024;PC0001984;15/08/2024;16/08/2024;;1.0;0.0;14/08/2024;7223;;22/08/2024;Aprovado
SC0007572;32048;C168680;"CIMENTO; POZOLANICO; CLASSIFICACAO: CP IV-32; EMBALAGEM: SACO 50 KG.";15.0;14/08/2024;29/08/2024;PC0001984;15/08/2024;16/08/2024;;15.0;0.0;14/08/2024;7222;;22/08/2024;Aprovado
SC0007573;32048;C174207;"FITA ADESIVA; SIMPLES; MATERIAL: PAPEL CREPE; COR: BEGE; APARELHO: SEM APARELHO; DIMENSOES: 25 MM X 50 M; FORNECIMENTO: INDIVIDUAL; REQUISITOS ADICIONAIS: ESP 0,15MM.";30.0;14/08/2024;29/08/2024;PC0001985;15/08/2024;16/08/2024;;30.0;0.0;14/08/2024;7221;;22/08/2024;Aprovado
SC0007571;32048;C1252019;"CLORO LIMPEZA; APRESENTACAO: LIQUIDO; FORNECIMENTO: GALAO 5 LITROS.";10.0;14/08/2024;29/08/2024;PC0001983;15/08/2024;15/08/2024;;10.0;0.0;10/04/2024;12724;;29/08/2024;Aprovado
SC0007571;32048;C898136;"COPO DESCARTAVEL; AGUA; MATERIAL: PLASTICO; CAPACIDADE: 180 ML; COR: BRANCO; FORNECIMENTO: CAIXA COM 2500 COPOS; FAB: ALTACOPPO.";2.0;14/08/2024;29/08/2024;PC0001983;15/08/2024;15/08/2024;;2.0;0.0;10/04/2024;12724;;29/08/2024;Aprovado
SC0007571;32048;C1001726;"SACO LIXO; APLICACAO: USO GERAL; MATERIAL: PLASTICO; COR: TRANSPARENTE; BOCA: NORMAL; CAPACIDADE: 200 LITROS; FORNECIMENTO: PACOTE.";2.0;14/08/2024;29/08/2024;PC0001983;15/08/2024;15/08/2024;;2.0;0.0;10/04/2024;12724;;29/08/2024;Aprovado
SC0007571;32048;C174903;"SACO LIXO; APLICACAO: USO GERAL; MATERIAL: POLIETILENO; COR: PRETO; BOCA: NORMAL; CAPACIDADE: 100 LITROS; FORNECIMENTO: PACOTE 100 UNIDADES; REQUISITOS ADICIONAIS: SACO 90X100 CM; S/ ALCA.";2.0;14/08/2024;29/08/2024;PC0001983;15/08/2024;15/08/2024;;2.0;0.0;10/04/2024;12724;;29/08/2024;Aprovado
SC0007426;32633;C1801317;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PISO; TIJOLO: CERAMICO; RESISTENCIA: 580 KG/M2; DIMENSOES: 360,0 X 25,0 CM; REQUISITOS ADICIONAIS: ESPESSURA 7 CM.";0.95;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;0.95;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1801441;"LAJE PRE-FABRICADA; TRELICADA; APLICACAO: PAINEL; TIJOLO: CONCRETO; RESISTENCIA: 350 KG/M2; DIMENSOES: 687,0 X 25,0 CM.";0.6;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;0.6;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1136275;"ESPUMA PASSANTE LAJE; MATERIAL: EPE - ESPUMA POLIETILENO; DIMENSOES: 26 X 13 X 8 CM; REQUISITOS ADICIONAIS: ACABAMENTO SHAFT ESG.";0.1872;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;0.1872;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1136688;"ESPUMA PASSANTE LAJE; MATERIAL: EPE - ESPUMA POLIETILENO; DIMENSOES: 28 X 13 X 8 CM; REQUISITOS ADICIONAIS: ACABAMENTO SHAFT AF/INC.";0.0864;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;0.0864;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1136692;"ESPUMA PASSANTE LAJE; MATERIAL: EPE - ESPUMA POLIETILENO; DIMENSOES: 14 X 14 X 8 CM; REQUISITOS ADICIONAIS: ACABAMENTO SHAFT AF/INC.";2.304;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;2.304;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007426;32633;C1337105;"ESPUMA PASSANTE LAJE; MATERIAL: EPE - ESPUMA POLIETILENO; DIMENSOES: 72 X 30 X 16 CM.";0.9216;05/08/2024;05/08/2024;PC0001914;06/08/2024;14/08/2024;;0.9216;0.0;29/07/2024;20180;;29/08/2024;Aprovado
SC0007435;32633;C1164696;"ELETRODUTO FLEXIVEL NAO METALICO; CORRUGADO; MATERIAL: PVC-CLORETO POLIVINILA; COR: AMARELO; PADRAO: DIAMETRO NOMINAL: 25 MM";6.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;6.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1164713;"ELETRODUTO FLEXIVEL NAO METALICO; CORRUGADO; MATERIAL: PVC-CLORETO POLIVINILA; COR: LARANJA;  DIAMETRO NOMINAL: 20 MM.";3.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;3.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1643675;"DISJUNTOR TERMOMAGNETICO; NUMERO DE POLOS: TRIPOLAR; CURVA DE DISPARO: C; PADRAO: IEC 60947-2; TENSAO MAXIMA: 415 VCA; CORRENTE NOMINAL: 125 A.";1.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;1.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C434596;"PLUGUE ENERGIA PREDIAL; CORPO CHATO; CONEXAO: MACHO; COR: PRETO; TENSAO MAXIMA: 250 V; CORRENTE MAXIMA: 20 A; NUMERO DE POLOS: 2 POLOS + TERRA; CONTATOS: CILINDRICOS; REQUISITOS ADICIONAIS.";20.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;20.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1076232;"PLUGUE ENERGIA PREDIAL; CORPO TRIANGULAR; CONEXAO: MACHO; COR: BRANCO; TENSAO MAXIMA: 250 V; CORRENTE MAXIMA: 10 A; NUMERO DE POLOS: 2 POLOS + TERRA; CONTATOS: CILINDRICOS.";20.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;20.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1807445;"PLUGUE ENERGIA INDUSTRIAL; MATERIAL: POLIAMIDA 6.6; CONEXAO: FEMEA; CLASSIFICACAO: IP-44; FREQUENCIA: 50/60 HZ; PADRAO: IEC 60309-1/309-2; NUMERO DE POLOS: 3 POLOS + TERRA; TENSAO NOMINAL: 220/240 V; CORRENTE NOMINAL: 32 A; REQUISITOS ADICIONAIS: ACOPLAMENTO EXTENSAO; PINO CIRCULAR; FAB: STECK - REF: SN-4279.";20.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;20.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1203896;"DISJUNTOR TERMOMAGNETICO; NUMERO DE POLOS: UNIPOLAR; CURVA DE DISPARO: C; PADRAO: IEC 60947-2; TENSAO MAXIMA: 380 VCA; CORRENTE NOMINAL: 20 A.";20.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;20.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1203909;"DISJUNTOR TERMOMAGNETICO; NUMERO DE POLOS: BIPOLAR; CURVA DE DISPARO: C; PADRAO: IEC 60947-2; TENSAO MAXIMA: 380 VCA; CORRENTE NOMINAL: 63 A.";2.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;2.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007435;32633;C1164689;"ELETRODUTO FLEXIVEL NAO METALICO; CORRUGADO; MATERIAL: PVC-CLORETO POLIVINILA; COR: AMARELO; PADRAO: DIAMETRO NOMINAL: 32 MM.";4.0;05/08/2024;05/08/2024;PC0001915;06/08/2024;06/08/2024;;4.0;0.0;17/07/2024;286181;;29/08/2024;Aprovado
SC0007438;32633;C422863;"FITA ADESIVA; SIMPLES; MATERIAL: PAPEL CREPE; COR: BEGE; APARELHO: SEM APARELHO; DIMENSOES: 50 MM X 50 M; FORNECIMENTO: INDIVIDUAL.";50.0;05/08/2024;05/08/2024;PC0001916;06/08/2024;06/08/2024;;50.0;0.0;18/07/2024;111;;22/08/2024;Aprovado
SC0007463;32633;C1816916;"ARGAMASSA; APLICACAO: CHAPISCO; COR: CINZA; AMBIENTE: INTERNO; FORNECIMENTO: SACO 25 KG.";1000.0;06/08/2024;21/08/2024;PC0001920;07/08/2024;07/08/2024;;1000.0;0.0;02/09/2024;43945;;28/11/2024;NF devolvida
SC0007470;32633;C174905;"PANO LIMPEZA; SACO ALVEJADO; MATERIAL: ALGODAO; COR: BRANCO; DIMENSOES: 400 X 670 MM; FORNECIMENTO: INDIVIDUAL.";50.0;07/08/2024;22/08/2024;PC0001936;08/08/2024;08/08/2024;;50.0;0.0;14/08/2024;1956;;12/09/2024;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/08/2024;763301;;22/08/2024;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/01/2025;829790;06/01/2025;30/01/2025;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/10/2024;793216;;31/10/2024;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/09/2024;778280;;12/09/2024;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/07/2024;748405;;22/08/2024;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/12/2024;818879;06/12/2024;30/01/2025;Aprovado
SC0007263;02025;C1800644;"SOFTWARE; SOFTWARE: VISIONLINE; CONTROLADOR; REQUISITOS ADICIONAIS: TERMINAL DE SERVICOS; FAB: VINGCARD ELSAFE - REF: 349000003.";12.0;24/07/2024;08/08/2024;PC0001843;24/07/2024;12/08/2024;;1.0;11.0;01/11/2024;807849;08/11/2024;28/11/2024;Aprovado
SC0007280;32656;C383579;"CIMENTO; ALTO FORNO; CLASSIFICACAO: CP III-32-RS; EMBALAGEM: SACO 50 KG; ";470.0;25/07/2024;09/08/2024;PC0001847;25/07/2024;25/07/2024;;100.0;370.0;23/08/2024;190759;;19/09/2024;Aprovado
SC0007280;32656;C383579;"CIMENTO; ALTO FORNO; CLASSIFICACAO: CP III-32-RS; EMBALAGEM: SACO 50 KG; ";470.0;25/07/2024;09/08/2024;PC0001847;25/07/2024;25/07/2024;;100.0;370.0;01/08/2024;189964;;22/08/2024;Aprovado
SC0007280;32656;C383579;"CIMENTO; ALTO FORNO; CLASSIFICACAO: CP III-32-RS; EMBALAGEM: SACO 50 KG; ";470.0;25/07/2024;09/08/2024;PC0001847;25/07/2024;25/07/2024;;100.0;370.0;31/07/2024;189946;;22/08/2024;Cancelada
SC0006953;32633;C180886;"ESTICADOR CABO ACO; NORMAL; MATERIAL: ACO CARBONO SAE 1020; REVESTIMENTO: GALVANIZADO; EXTREMIDADES: GARFO/OLHAL; PADRAO: DIN 1480; DIAMETRO DA ROSCA: 3/8 ""; COMPRIMENTO DO CORPO: 125 MM; CAPACIDADE: 550 KGF; REQUISITOS ADICIONAIS: ROSCA: UNC.";1.0;08/07/2024;23/07/2024;PC0001762;15/07/2024;15/07/2024;;1.0;0.0;22/07/2024;609;;15/08/2024;Aprovado
SC0006953;32633;C58769;"TRINCHA PINTURA; DUPLA; CERDA: GRIS; VIROLA: RETA; TAMANHO: 2 ""; REQUISITOS ADICIONAIS: CABO: PLASTICO.";10.0;08/07/2024;23/07/2024;PC0001762;15/07/2024;15/07/2024;;10.0;0.0;17/07/2024;596;;22/08/2024;Aprovado
SC0006953;32633;C51734;"TRINCHA PINTURA; DUPLA; CERDA: GRIS; VIROLA: RETA; TAMANHO: 4 ""; REQUISITOS ADICIONAIS: CABO: PLASTICO.";10.0;08/07/2024;23/07/2024;PC0001762;15/07/2024;15/07/2024;;10.0;0.0;17/07/2024;596;;22/08/2024;Aprovado
SC0006955;32633;C140487;"ESPATULA; BETUMADEIRA; FORMATO: LARGA; MATERIAL: ACO CARBONO; TRATAMENTO SUPERFICIAL: SEM TRATAMENTO SUPERFICIAL; COMPRIMENTO: 100 X 85 MM.";10.0;08/07/2024;23/07/2024;PC0001725;08/07/2024;09/07/2024;;10.0;0.0;10/07/2024;669693;;01/08/2024;Aprovado
SC0006955;32633;C934114;"TRINCHA PINTURA; MEDIA; CERDA: PRETA; VIROLA: RETA; TAMANHO: 1.1/2 ""; FAB: ATLAS - REF: 319/4.";5.0;08/07/2024;23/07/2024;PC0001725;08/07/2024;09/07/2024;;5.0;0.0;10/07/2024;669693;;01/08/2024;Aprovado
SC0006955;32633;C1014744;"ROLO PINTURA; MATERIAL: ESPUMA POLIESTER; SUPORTE: SEM SUPORTE; COMPRIMENTO: 50 MM.";5.0;08/07/2024;23/07/2024;PC0001725;08/07/2024;09/07/2024;;5.0;0.0;10/07/2024;669693;;01/08/2024;Aprovado
SC0006955;32633;C519737;"ESCOVA MANUAL; FORMATO: RETANGULAR; MATERIAL: ACO CARBONO; CABO: CABO MADEIRA.";10.0;08/07/2024;23/07/2024;PC0001725;08/07/2024;09/07/2024;;10.0;0.0;10/07/2024;669693;;01/08/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;175.0;10772.0;18/06/2024;43210;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;1540.0;9407.0;17/06/2024;43192;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;885.0;10062.0;15/06/2024;43184;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;2252.0;8695.0;10/06/2024;43142;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;2661.0;8286.0;07/06/2024;43121;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;1546.0;9401.0;07/06/2024;43122;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;711.0;10236.0;17/06/2024;43193;;25/07/2024;Aprovado
SC0006962;32633;C1127866;"GELO; FORMATO: CUBO; FORNECIMENTO: PACOTE 10 KG.";10947.0;08/07/2024;23/07/2024;PC0001753;10/07/2024;10/07/2024;;1177.0;9770.0;11/06/2024;43159;;25/07/2024;Aprovado
SC0006899;32048;C1809968;"TINTA IMOBILIARIA; ACRILICA ELASTOMERICA; APLICACAO: ALVENARIA/GESSO/ACO/ALUMINIO/VIDRO; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: FOSCO; COR: VERMELHO; EMBALAGEM: BARRICA 25,0 KG.";3.0;04/07/2024;19/07/2024;PC0001731;09/07/2024;11/07/2024;;3.0;0.0;19/06/2024;7099;;18/07/2024;Aprovado
SC0006899;32048;C1317230;"ESPUMA PASSANTE LAJE; MATERIAL: EPE - ESPUMA POLIETILENO; DIMENSOES: 50 X 30 X 20 CM.";30.0;04/07/2024;19/07/2024;PC0001731;09/07/2024;11/07/2024;;30.0;0.0;19/06/2024;7099;;18/07/2024;Aprovado
SC0006899;32048;C741937;"MASSA CORRIDA; BASE: ACRILICA; COR: BRANCA; EMBALAGEM: GALAO 3,6 LITROS; FAB: IQUINE.";2.0;04/07/2024;19/07/2024;PC0001731;09/07/2024;11/07/2024;;2.0;0.0;19/06/2024;7099;;18/07/2024;Aprovado
SC0006899;32048;C1800062;"MASSA CORRIDA; BASE: PVA; COR: BRANCA; EMBALAGEM: BARRICA 25 KG.";2.0;04/07/2024;19/07/2024;PC0001731;09/07/2024;11/07/2024;;2.0;0.0;19/06/2024;7099;;18/07/2024;Aprovado
SC0006835;32048;C283722;"OLEO DESENGRIPANTE; BASE: MINERAL C/ANTICORROSIVO; FORNECIMENTO: AEROSOL 300 ML; FAB: ORBIQUIMICA - REF: WHITE LUB WD-40.";5.0;03/07/2024;18/07/2024;PC0001740;09/07/2024;10/07/2024;;5.0;0.0;17/04/2024;6950;;18/07/2024;Aprovado
SC0006835;32048;C1803335;"GRELHA; APLICACAO: RALO; MATERIAL: PVC; FORMATO: QUADRADO; COR: BRANCO; PORTA GRELHA: SEM PORTA GRELHA; DIMENSOES: 100 X 100 MM; ACESSORIOS: SEM CAIXA.";10.0;03/07/2024;18/07/2024;PC0001740;09/07/2024;10/07/2024;;10.0;0.0;17/04/2024;6950;;18/07/2024;Aprovado
SC0006835;32048;C395696;"TINTA IMOBILIARIA; ACRILICA; APLICACAO: PISO; AMBIENTE: EXTERNO/INTERNO; ACABAMENTO: FOSCO; COR: CONCRETO; EMBALAGEM: LATA 18,0 LITROS; NORMA: NBR 14942/14943/15078; FAB: SHERWIN WILLIAMS - REF: NOVACOR PISO.";2.0;03/07/2024;18/07/2024;PC0001740;09/07/2024;10/07/2024;;2.0;0.0;17/04/2024;6950;;18/07/2024;Aprovado
SC0007313;32633;C1825726;"CORDA; MATERIAL: POLIAMIDA; COR: BRANCA; SECAO: REDONDA; FORMA CONSTRUTIVA: TRANCADA; NUMERO DE PERNAS: 1 PERNA; DIAMETRO NOMINAL: 2,0 MM; FORNECIMENTO: ROLO C/100 METROS.";2.0;26/07/2024;08/08/2024;PC0001860;26/07/2024;26/07/2024;;2.0;0.0;29/07/2024;672706;;22/08/2024;Aprovado
SC0007314;32633;C1237929;"PONTALETE; MATERIAL: PINUS; CLASSIFICACAO: BRUTA; DIMENSOES: 65 X 65 MM; COMPRIMENTO: 3,00 M.";30.0;26/07/2024;26/07/2024;PC0001862;26/07/2024;26/07/2024;;0.225;29.775;29/07/2024;7350;;;Excluida
SC0007314;32633;C173602;"CHAPA MADEIRA; COMPENSADO; CLASSIFICACAO: RESINADO; COMPRIMENTO: 2200 MM; LARGURA: 1100 MM; ESPESSURA: 10 MM; REQUISITOS ADICIONAIS: PINHO.";60.0;26/07/2024;26/07/2024;PC0001862;26/07/2024;26/07/2024;;60.0;0.0;29/07/2024;7350;;;Excluida
